Ticker,Type,Strike,Expiry_Years,Underlying_Price,Bid,Ask,Risk_Free_Rate,Dividend_Yield,Implied_Volatility
,Call,712.0,0.09582477754962354,717.0499877929688,21.67,21.81,0.03700000047683716,0.0044,0.20296828658753036
,Call,713.0,0.09582477754962354,717.0499877929688,21.05,21.19,0.03700000047683716,0.0044,0.20211608867383962
,Call,714.0,0.09582477754962354,717.0499877929688,20.46,20.59,0.03700000047683716,0.0044,0.2014547790187038
,Call,715.0,0.09582477754962354,717.0499877929688,19.81,19.95,0.03700000047683716,0.0044,0.20012708427428044
,Call,716.0,0.09582477754962354,717.0499877929688,19.23,19.36,0.03700000047683716,0.0044,0.19938683026962417
,Call,717.0,0.09582477754962354,717.0499877929688,18.64,18.78,0.03700000047683716,0.0044,0.1985482057340464
,Call,718.0,0.09582477754962354,717.0499877929688,18.09,18.21,0.03700000047683716,0.0044,0.19789359363054654
,Call,719.0,0.09582477754962354,717.0499877929688,17.52,17.64,0.03700000047683716,0.0044,0.19702553683449253
,Call,720.0,0.09582477754962354,717.0499877929688,16.95,17.06,0.03700000047683716,0.0044,0.19600006739742065
,Call,721.0,0.09582477754962354,717.0499877929688,16.37,16.49,0.03700000047683716,0.0044,0.1948725669841268
,Call,722.0,0.09582477754962354,717.0499877929688,15.83,15.95,0.03700000047683716,0.0044,0.19403715008117628
,Call,723.0,0.09582477754962354,717.0499877929688,15.35,15.45,0.03700000047683716,0.0044,0.193662954807785
,Call,724.0,0.09582477754962354,717.0499877929688,14.82,14.92,0.03700000047683716,0.0044,0.19273122031188694
,Call,725.0,0.09582477754962354,717.0499877929688,14.34,14.44,0.03700000047683716,0.0044,0.19226037537677465
,Call,726.0,0.09582477754962354,717.0499877929688,13.8,13.92,0.03700000047683716,0.0044,0.19111426157288514
,Call,727.0,0.09582477754962354,717.0499877929688,13.32,13.43,0.03700000047683716,0.0044,0.1903714859046557
,Call,728.0,0.09582477754962354,717.0499877929688,12.86,12.96,0.03700000047683716,0.0044,0.189748684294975
,Call,729.0,0.09582477754962354,717.0499877929688,12.4,12.5,0.03700000047683716,0.0044,0.1890740491788297
,Call,730.0,0.09582477754962354,717.0499877929688,11.91,12.01,0.03700000047683716,0.0044,0.1879409615402584
,Call,731.0,0.09582477754962354,717.0499877929688,11.48,11.57,0.03700000047683716,0.0044,0.1873316177393889
,Call,732.0,0.09582477754962354,717.0499877929688,11.05,11.14,0.03700000047683716,0.0044,0.18666863386865012
,Call,733.0,0.09582477754962354,717.0499877929688,10.61,10.71,0.03700000047683716,0.0044,0.18583262318101207
,Call,734.0,0.09582477754962354,717.0499877929688,10.22,10.31,0.03700000047683716,0.0044,0.18535523199549125
,Call,735.0,0.09582477754962354,717.0499877929688,9.81,9.9,0.03700000047683716,0.0044,0.18458478172367987
,Call,736.0,0.09582477754962354,717.0499877929688,9.45,9.54,0.03700000047683716,0.0044,0.1843012444518617
,Call,737.0,0.09582477754962354,717.0499877929688,9.07,9.15,0.03700000047683716,0.0044,0.18360116385710296
,Call,738.0,0.09582477754962354,717.0499877929688,8.7,8.79,0.03700000047683716,0.0044,0.18302865992020528
,Call,739.0,0.09582477754962354,717.0499877929688,8.34,8.42,0.03700000047683716,0.0044,0.1823381591713863
,Call,740.0,0.09582477754962354,717.0499877929688,8.0,8.08,0.03700000047683716,0.0044,0.18184227615851822
,Call,741.0,0.09582477754962354,717.0499877929688,7.66,7.75,0.03700000047683716,0.0044,0.1812925168900184
,Call,742.0,0.09582477754962354,717.0499877929688,7.34,7.42,0.03700000047683716,0.0044,0.18075245308375792
,Call,743.0,0.09582477754962354,717.0499877929688,7.03,7.11,0.03700000047683716,0.0044,0.18028912972720268
,Call,744.0,0.09582477754962354,717.0499877929688,6.7,6.79,0.03700000047683716,0.0044,0.17950599853680332
,Call,745.0,0.09582477754962354,717.0499877929688,6.41,6.49,0.03700000047683716,0.0044,0.17899995129767088
,Call,746.0,0.09582477754962354,717.0499877929688,6.15,6.22,0.03700000047683716,0.0044,0.17878525979281595
,Call,747.0,0.09582477754962354,717.0499877929688,5.87,5.94,0.03700000047683716,0.0044,0.1782469007225676
,Call,748.0,0.09582477754962354,717.0499877929688,5.61,5.68,0.03700000047683716,0.0044,0.17786893276259313
,Call,749.0,0.09582477754962354,717.0499877929688,5.35,5.42,0.03700000047683716,0.0044,0.1773709982300899
,Call,750.0,0.09582477754962354,717.0499877929688,5.1,5.16,0.03700000047683716,0.0044,0.1768219371659045
,Call,751.0,0.09582477754962354,717.0499877929688,4.87,4.94,0.03700000047683716,0.0044,0.17659805393924388
,Call,752.0,0.09582477754962354,717.0499877929688,4.65,4.71,0.03700000047683716,0.0044,0.17625863893340415
,Call,753.0,0.09582477754962354,717.0499877929688,4.41,4.48,0.03700000047683716,0.0044,0.17564110624386214
,Call,754.0,0.09582477754962354,717.0499877929688,4.2,4.27,0.03700000047683716,0.0044,0.17529231114970095
,Call,755.0,0.09582477754962354,717.0499877929688,4.0,4.07,0.03700000047683716,0.0044,0.1749858144718564
,Call,756.0,0.09582477754962354,717.0499877929688,3.82,3.88,0.03700000047683716,0.0044,0.1748110662685936
,Call,757.0,0.09582477754962354,717.0499877929688,3.62,3.68,0.03700000047683716,0.0044,0.17426283370352347
,Call,758.0,0.09582477754962354,717.0499877929688,3.45,3.5,0.03700000047683716,0.0044,0.1740227619274729
,Call,759.0,0.09582477754962354,717.0499877929688,3.28,3.34,0.03700000047683716,0.0044,0.17384514237000015
,Call,760.0,0.09582477754962354,717.0499877929688,3.13,3.17,0.03700000047683716,0.0044,0.17364468019855006
,Call,765.0,0.09582477754962354,717.0499877929688,2.41,2.45,0.03700000047683716,0.0044,0.17244873212702838
,Call,770.0,0.09582477754962354,717.0499877929688,1.86,1.9,0.03700000047683716,0.0044,0.17206728642693753
,Call,775.0,0.09582477754962354,717.0499877929688,1.42,1.45,0.03700000047683716,0.0044,0.17159246633664882
,Call,780.0,0.09582477754962354,717.0499877929688,1.09,1.12,0.03700000047683716,0.0044,0.17190399556246738
,Call,785.0,0.09582477754962354,717.0499877929688,0.84,0.86,0.03700000047683716,0.0044,0.17246180504735986
,Call,790.0,0.09582477754962354,717.0499877929688,0.65,0.68,0.03700000047683716,0.0044,0.17378996632256938
,Call,795.0,0.09582477754962354,717.0499877929688,0.51,0.54,0.03700000047683716,0.0044,0.1754886389045604
,Call,800.0,0.09582477754962354,717.0499877929688,0.4,0.43,0.03700000047683716,0.0044,0.177258246926357
,Call,805.0,0.09582477754962354,717.0499877929688,0.32,0.36,0.03700000047683716,0.0044,0.18003701946000228
,Call,810.0,0.09582477754962354,717.0499877929688,0.26,0.29,0.03700000047683716,0.0044,0.18239092599653467
,Call,815.0,0.09582477754962354,717.0499877929688,0.21,0.25,0.03700000047683716,0.0044,0.185559923455561
,Call,820.0,0.09582477754962354,717.0499877929688,0.18,0.22,0.03700000047683716,0.0044,0.18961209262741974
,Call,825.0,0.09582477754962354,717.0499877929688,0.15,0.19,0.03700000047683716,0.0044,0.19295184924790654
,Call,830.0,0.09582477754962354,717.0499877929688,0.13,0.16,0.03700000047683716,0.0044,0.19626539942367555
,Call,835.0,0.09582477754962354,717.0499877929688,0.11,0.14,0.03700000047683716,0.0044,0.1997277240589715
,Call,840.0,0.09582477754962354,717.0499877929688,0.09,0.13,0.03700000047683716,0.0044,0.2035691548641696
,Call,845.0,0.09582477754962354,717.0499877929688,0.08,0.12,0.03700000047683716,0.0044,0.20806394672476064
,Call,850.0,0.09582477754962354,717.0499877929688,0.07,0.11,0.03700000047683716,0.0044,0.2122007113626363
,Call,860.0,0.09582477754962354,717.0499877929688,0.05,0.09,0.03700000047683716,0.0044,0.21919646797654285
,Call,870.0,0.09582477754962354,717.0499877929688,0.04,0.08,0.03700000047683716,0.0044,0.22804668200423978
,Call,880.0,0.09582477754962354,717.0499877929688,0.03,0.07,0.03700000047683716,0.0044,0.2358589263228778
,Call,885.0,0.09582477754962354,717.0499877929688,0.03,0.07,0.03700000047683716,0.0044,0.2417617727824306
,Call,890.0,0.09582477754962354,717.0499877929688,0.02,0.06,0.03700000047683716,0.0044,0.24238239099698194
,Call,895.0,0.09582477754962354,717.0499877929688,0.02,0.06,0.03700000047683716,0.0044,0.24808821673156045
,Call,900.0,0.09582477754962354,717.0499877929688,0.02,0.06,0.03700000047683716,0.0044,0.2537483177982278
,Call,905.0,0.09582477754962354,717.0499877929688,0.01,0.06,0.03700000047683716,0.0044,0.25619352904516857
,Call,910.0,0.09582477754962354,717.0499877929688,0.01,0.06,0.03700000047683716,0.0044,0.2617091550851284
,Call,915.0,0.09582477754962354,717.0499877929688,0.01,0.05,0.03700000047683716,0.0044,0.2635196959964681
,Call,920.0,0.09582477754962354,717.0499877929688,0.01,0.05,0.03700000047683716,0.0044,0.26889005583918446
,Call,925.0,0.09582477754962354,717.0499877929688,0.01,0.05,0.03700000047683716,0.0044,0.27422028777949237
,Call,930.0,0.09582477754962354,717.0499877929688,0.01,0.05,0.03700000047683716,0.0044,0.2795111251502348
,Put,450.0,0.09582477754962354,717.0499877929688,0.16,0.18,0.03700000047683716,0.0044,0.5910993028333404
,Put,455.0,0.09582477754962354,717.0499877929688,0.17,0.21,0.03700000047683716,0.0044,0.5855520482039092
,Put,460.0,0.09582477754962354,717.0499877929688,0.18,0.22,0.03700000047683716,0.0044,0.5761171750376177
,Put,465.0,0.09582477754962354,717.0499877929688,0.19,0.23,0.03700000047683716,0.0044,0.5665645731635016
,Put,470.0,0.09582477754962354,717.0499877929688,0.2,0.24,0.03700000047683716,0.0044,0.5569088821954644
,Put,475.0,0.09582477754962354,717.0499877929688,0.22,0.25,0.03700000047683716,0.0044,0.5485546348577024
,Put,480.0,0.09582477754962354,717.0499877929688,0.23,0.27,0.03700000047683716,0.0044,0.5399679566019422
,Put,485.0,0.09582477754962354,717.0499877929688,0.24,0.28,0.03700000047683716,0.0044,0.5299490612790141
,Put,490.0,0.09582477754962354,717.0499877929688,0.26,0.29,0.03700000047683716,0.0044,0.5210496835524747
,Put,495.0,0.09582477754962354,717.0499877929688,0.27,0.31,0.03700000047683716,0.0044,0.5119853810658233
,Put,500.0,0.09582477754962354,717.0499877929688,0.29,0.33,0.03700000047683716,0.0044,0.5038105284200549
,Put,505.0,0.09582477754962354,717.0499877929688,0.31,0.34,0.03700000047683716,0.0044,0.4944149278042286
,Put,510.0,0.09582477754962354,717.0499877929688,0.33,0.36,0.03700000047683716,0.0044,0.48582908843754424
,Put,515.0,0.09582477754962354,717.0499877929688,0.35,0.38,0.03700000047683716,0.0044,0.47704232400638236
,Put,520.0,0.09582477754962354,717.0499877929688,0.37,0.41,0.03700000047683716,0.0044,0.4688895375775318
,Put,525.0,0.09582477754962354,717.0499877929688,0.39,0.43,0.03700000047683716,0.0044,0.4597179157880503
,Put,530.0,0.09582477754962354,717.0499877929688,0.42,0.46,0.03700000047683716,0.0044,0.4518454633278931
,Put,535.0,0.09582477754962354,717.0499877929688,0.45,0.49,0.03700000047683716,0.0044,0.4436776025046787
,Put,540.0,0.09582477754962354,717.0499877929688,0.48,0.52,0.03700000047683716,0.0044,0.4352469866411983
,Put,545.0,0.09582477754962354,717.0499877929688,0.51,0.55,0.03700000047683716,0.0044,0.42658078267802824
,Put,550.0,0.09582477754962354,717.0499877929688,0.55,0.59,0.03700000047683716,0.0044,0.4188109060987417
,Put,555.0,0.09582477754962354,717.0499877929688,0.59,0.62,0.03700000047683716,0.0044,0.4101967907861632
,Put,560.0,0.09582477754962354,717.0499877929688,0.63,0.67,0.03700000047683716,0.0044,0.4023240891490455
,Put,565.0,0.09582477754962354,717.0499877929688,0.68,0.72,0.03700000047683716,0.0044,0.39457524924089216
,Put,570.0,0.09582477754962354,717.0499877929688,0.73,0.77,0.03700000047683716,0.0044,0.3864741595979927
,Put,575.0,0.09582477754962354,717.0499877929688,0.79,0.83,0.03700000047683716,0.0044,0.378842542476567
,Put,580.0,0.09582477754962354,717.0499877929688,0.85,0.89,0.03700000047683716,0.0044,0.3708233063966342
,Put,585.0,0.09582477754962354,717.0499877929688,0.93,0.96,0.03700000047683716,0.0044,0.36347664071200636
,Put,590.0,0.09582477754962354,717.0499877929688,1.0,1.04,0.03700000047683716,0.0044,0.3556788964362999
,Put,595.0,0.09582477754962354,717.0499877929688,1.09,1.13,0.03700000047683716,0.0044,0.34835644557410694
,Put,600.0,0.09582477754962354,717.0499877929688,1.19,1.21,0.03700000047683716,0.0044,0.3405486446930248
,Put,605.0,0.09582477754962354,717.0499877929688,1.3,1.32,0.03700000047683716,0.0044,0.3333145645477622
,Put,610.0,0.09582477754962354,717.0499877929688,1.42,1.44,0.03700000047683716,0.0044,0.32601227026526325
,Put,615.0,0.09582477754962354,717.0499877929688,1.55,1.57,0.03700000047683716,0.0044,0.3185949832011915
,Put,620.0,0.09582477754962354,717.0499877929688,1.71,1.73,0.03700000047683716,0.0044,0.31182196385088734
,Put,625.0,0.09582477754962354,717.0499877929688,1.88,1.91,0.03700000047683716,0.0044,0.3049270312583744
,Put,630.0,0.09582477754962354,717.0499877929688,2.07,2.1,0.03700000047683716,0.0044,0.29785625849885833
,Put,635.0,0.09582477754962354,717.0499877929688,2.31,2.33,0.03700000047683716,0.0044,0.29150461158027985
,Put,640.0,0.09582477754962354,717.0499877929688,2.56,2.58,0.03700000047683716,0.0044,0.2847521169222974
,Put,645.0,0.09582477754962354,717.0499877929688,2.87,2.9,0.03700000047683716,0.0044,0.2789158517652649
,Put,650.0,0.09582477754962354,717.0499877929688,3.2,3.24,0.03700000047683716,0.0044,0.272576676929547
,Put,655.0,0.09582477754962354,717.0499877929688,3.57,3.62,0.03700000047683716,0.0044,0.26617771637269017
,Put,660.0,0.09582477754962354,717.0499877929688,4.02,4.07,0.03700000047683716,0.0044,0.26033951929172006
,Put,665.0,0.09582477754962354,717.0499877929688,4.52,4.57,0.03700000047683716,0.0044,0.2543236906878127
,Put,667.0,0.09582477754962354,717.0499877929688,4.74,4.79,0.03700000047683716,0.0044,0.25195586312818485
,Put,668.0,0.09582477754962354,717.0499877929688,4.86,4.91,0.03700000047683716,0.0044,0.2508797809890456
,Put,669.0,0.09582477754962354,717.0499877929688,4.98,5.04,0.03700000047683716,0.0044,0.24983922422429827
,Put,670.0,0.09582477754962354,717.0499877929688,5.08,5.14,0.03700000047683716,0.0044,0.24829334375089185
,Put,671.0,0.09582477754962354,717.0499877929688,5.23,5.29,0.03700000047683716,0.0044,0.24758820966382739
,Put,672.0,0.09582477754962354,717.0499877929688,5.36,5.43,0.03700000047683716,0.0044,0.24655395613152475
,Put,673.0,0.09582477754962354,717.0499877929688,5.49,5.55,0.03700000047683716,0.0044,0.24528936147217273
,Put,674.0,0.09582477754962354,717.0499877929688,5.63,5.69,0.03700000047683716,0.0044,0.24422555295985093
,Put,675.0,0.09582477754962354,717.0499877929688,5.78,5.83,0.03700000047683716,0.0044,0.24318595419947198
,Put,676.0,0.09582477754962354,717.0499877929688,5.91,5.98,0.03700000047683716,0.0044,0.24200376966615106
,Put,677.0,0.09582477754962354,717.0499877929688,6.06,6.12,0.03700000047683716,0.0044,0.2408455607322471
,Put,678.0,0.09582477754962354,717.0499877929688,6.22,6.29,0.03700000047683716,0.0044,0.23994877072961213
,Put,679.0,0.09582477754962354,717.0499877929688,6.37,6.44,0.03700000047683716,0.0044,0.23874932491377143
,Put,680.0,0.09582477754962354,717.0499877929688,6.54,6.6,0.03700000047683716,0.0044,0.23772471009920326
,Put,681.0,0.09582477754962354,717.0499877929688,6.69,6.76,0.03700000047683716,0.0044,0.23648262868543934
,Put,682.0,0.09582477754962354,717.0499877929688,6.86,6.93,0.03700000047683716,0.0044,0.23540904878270186
,Put,683.0,0.09582477754962354,717.0499877929688,7.04,7.11,0.03700000047683716,0.0044,0.23442118192038996
,Put,684.0,0.09582477754962354,717.0499877929688,7.23,7.3,0.03700000047683716,0.0044,0.2335142431092233
,Put,685.0,0.09582477754962354,717.0499877929688,7.41,7.47,0.03700000047683716,0.0044,0.23231902191745007
,Put,686.0,0.09582477754962354,717.0499877929688,7.58,7.66,0.03700000047683716,0.0044,0.23113278658692654
,Put,687.0,0.09582477754962354,717.0499877929688,7.79,7.87,0.03700000047683716,0.0044,0.23030968787061518
,Put,688.0,0.09582477754962354,717.0499877929688,7.98,8.06,0.03700000047683716,0.0044,0.22913177531359658
,Put,689.0,0.09582477754962354,717.0499877929688,8.2,8.27,0.03700000047683716,0.0044,0.22823570753423417
,Put,690.0,0.09582477754962354,717.0499877929688,8.39,8.47,0.03700000047683716,0.0044,0.22699164850092668
,Put,691.0,0.09582477754962354,717.0499877929688,8.61,8.68,0.03700000047683716,0.0044,0.22595352735279645
,Put,692.0,0.09582477754962354,717.0499877929688,8.83,8.91,0.03700000047683716,0.0044,0.22497853288146985
,Put,693.0,0.09582477754962354,717.0499877929688,9.05,9.14,0.03700000047683716,0.0044,0.22393004964712432
,Put,694.0,0.09582477754962354,717.0499877929688,9.29,9.37,0.03700000047683716,0.0044,0.22294050526487524
,Put,695.0,0.09582477754962354,717.0499877929688,9.54,9.61,0.03700000047683716,0.0044,0.22200653805637954
,Put,696.0,0.09582477754962354,717.0499877929688,9.77,9.85,0.03700000047683716,0.0044,0.22086690551158256
,Put,697.0,0.09582477754962354,717.0499877929688,10.03,10.11,0.03700000047683716,0.0044,0.21997329887790212
,Put,698.0,0.09582477754962354,717.0499877929688,10.28,10.37,0.03700000047683716,0.0044,0.2189374048534361
,Put,699.0,0.09582477754962354,717.0499877929688,10.55,10.64,0.03700000047683716,0.0044,0.21801251699349022
,Put,700.0,0.09582477754962354,717.0499877929688,10.82,10.9,0.03700000047683716,0.0044,0.2169454289310822
,Put,701.0,0.09582477754962354,717.0499877929688,11.11,11.21,0.03700000047683716,0.0044,0.21623151495860132
,Put,702.0,0.09582477754962354,717.0499877929688,11.38,11.47,0.03700000047683716,0.0044,0.21500436768930703
,Put,703.0,0.09582477754962354,717.0499877929688,11.67,11.76,0.03700000047683716,0.0044,0.21400284286158328
,Put,704.0,0.09582477754962354,717.0499877929688,11.98,12.07,0.03700000047683716,0.0044,0.21315998026537275
,Put,705.0,0.09582477754962354,717.0499877929688,12.28,12.38,0.03700000047683716,0.0044,0.21217179672382275
,Put,706.0,0.09582477754962354,717.0499877929688,12.6,12.69,0.03700000047683716,0.0044,0.21121807726964176
,Put,707.0,0.09582477754962354,717.0499877929688,12.94,13.04,0.03700000047683716,0.0044,0.2105328121010337
,Put,708.0,0.09582477754962354,717.0499877929688,13.25,13.34,0.03700000047683716,0.0044,0.2092881057654677
,Put,709.0,0.09582477754962354,717.0499877929688,13.61,13.7,0.03700000047683716,0.0044,0.20860100058174513
,Put,710.0,0.09582477754962354,717.0499877929688,13.94,14.03,0.03700000047683716,0.0044,0.2074740408977212
,Put,711.0,0.09582477754962354,717.0499877929688,14.3,14.39,0.03700000047683716,0.0044,0.20660580378028726
,Put,712.0,0.09582477754962354,717.0499877929688,14.69,14.78,0.03700000047683716,0.0044,0.20599129736363897
,Put,713.0,0.09582477754962354,717.0499877929688,15.04,15.14,0.03700000047683716,0.0044,0.2048811932557778
,Put,714.0,0.09582477754962354,717.0499877929688,15.42,15.54,0.03700000047683716,0.0044,0.20407926683390404
,Put,715.0,0.09582477754962354,717.0499877929688,15.8,15.91,0.03700000047683716,0.0044,0.20301173460559635
,Put,716.0,0.09582477754962354,717.0499877929688,16.22,16.33,0.03700000047683716,0.0044,0.20236104747895117
,Put,717.0,0.09582477754962354,717.0499877929688,16.63,16.74,0.03700000047683716,0.0044,0.20149963789953035
,Put,718.0,0.09582477754962354,717.0499877929688,17.06,17.17,0.03700000047683716,0.0044,0.20076717034285818
,Put,719.0,0.09582477754962354,717.0499877929688,17.48,17.58,0.03700000047683716,0.0044,0.1997663746584501
,Put,720.0,0.09582477754962354,717.0499877929688,17.93,18.03,0.03700000047683716,0.0044,0.19906174035583457
,Put,721.0,0.09582477754962354,717.0499877929688,18.39,18.5,0.03700000047683716,0.0044,0.19842593284144638
,Put,722.0,0.09582477754962354,717.0499877929688,18.86,18.97,0.03700000047683716,0.0044,0.19774520135318024
,Put,723.0,0.09582477754962354,717.0499877929688,19.33,19.45,0.03700000047683716,0.0044,0.1970187522043393
,Put,724.0,0.09582477754962354,717.0499877929688,19.78,19.9,0.03700000047683716,0.0044,0.19590575136393906
,Put,725.0,0.09582477754962354,717.0499877929688,20.28,20.39,0.03700000047683716,0.0044,0.19519790130041736
,Put,726.0,0.09582477754962354,717.0499877929688,20.83,20.94,0.03700000047683716,0.0044,0.19501092394059122
,Put,727.0,0.09582477754962354,717.0499877929688,21.28,21.42,0.03700000047683716,0.0044,0.1937502935814731
,Put,728.0,0.09582477754962354,717.0499877929688,21.83,21.97,0.03700000047683716,0.0044,0.19335307927928824
,Put,729.0,0.09582477754962354,717.0499877929688,22.35,22.48,0.03700000047683716,0.0044,0.19244742724579383
,Put,730.0,0.09582477754962354,717.0499877929688,22.9,23.03,0.03700000047683716,0.0044,0.1918358769582763
,Put,731.0,0.09582477754962354,717.0499877929688,23.49,23.63,0.03700000047683716,0.0044,0.19163895354156668
,Put,732.0,0.09582477754962354,717.0499877929688,24.05,24.19,0.03700000047683716,0.0044,0.1909275920455526
,Put,733.0,0.09582477754962354,717.0499877929688,24.63,24.78,0.03700000047683716,0.0044,0.19039912543419057
,Put,734.0,0.09582477754962354,717.0499877929688,25.22,25.36,0.03700000047683716,0.0044,0.18976058251262556
,Put,735.0,0.09582477754962354,717.0499877929688,25.82,25.97,0.03700000047683716,0.0044,0.18924884607734882
,Put,736.0,0.09582477754962354,717.0499877929688,26.43,26.57,0.03700000047683716,0.0044,0.18862583250348747
,Put,737.0,0.09582477754962354,717.0499877929688,27.06,27.22,0.03700000047683716,0.0044,0.18831517231481304
,Put,738.0,0.09582477754962354,717.0499877929688,27.68,27.83,0.03700000047683716,0.0044,0.1875881983224163
,Put,739.0,0.09582477754962354,717.0499877929688,28.36,28.52,0.03700000047683716,0.0044,0.18761351150168537
,Put,740.0,0.09582477754962354,717.0499877929688,29.02,29.18,0.03700000047683716,0.0044,0.18722242356970498
,Put,743.0,0.09582477754962354,717.0499877929688,30.95,31.47,0.03700000047683716,0.0044,0.18705893942754537
,Put,748.0,0.09582477754962354,717.0499877929688,34.55,35.14,0.03700000047683716,0.0044,0.18626294132856436
,Put,750.0,0.09582477754962354,717.0499877929688,34.6,36.57,0.03700000047683716,0.0044,0.174698004014941
,Put,752.0,0.09582477754962354,717.0499877929688,37.63,38.38,0.03700000047683716,0.0044,0.1873502820708393
,Put,755.0,0.09582477754962354,717.0499877929688,40.09,40.68,0.03700000047683716,0.0044,0.18732431941532307
,Put,760.0,0.09582477754962354,717.0499877929688,42.77,44.81,0.03700000047683716,0.0044,0.1750789044278409
,Put,770.0,0.09582477754962354,717.0499877929688,51.79,55.36,0.03700000047683716,0.0044,0.19799347587306076
,Put,790.0,0.09582477754962354,717.0499877929688,71.41,75.05,0.03700000047683716,0.0044,0.2405354797818543
,Put,795.0,0.09582477754962354,717.0499877929688,76.42,80.03,0.03700000047683716,0.0044,0.25230876713144723
,Put,800.0,0.09582477754962354,717.0499877929688,81.65,85.18,0.03700000047683716,0.0044,0.2687004966949905
,Put,930.0,0.09582477754962354,717.0499877929688,211.41,215.03,0.03700000047683716,0.0044,0.5266254218184303
